Id,Label,Text
539,negative,WABAH VIRUS CORONA Tidak akan pernah BERAKHIR jika Pemerintah tidak Melarang Warga CHINA TETAP MASUK ke INDONESIA...mau sampai Kapan Sholat diRumah? Ajal manusia sudah Pasti mau dia Sholat di Rumah ataupun Sholat berjamaah di MESJID... Takutlah kepada ALLAH dan bukan covid 19.
540,negative,"Wabah hanya bisa dicontain, jika seluruh pemerintah punya strategi sama persis: home lockdown 2-8minggu.

Jika tidak, hanya bs mitigasi dampak."
541,negative,"Wabah covid-19 seakan mensugesti pikiran kita warga indonesia apa yg ditakuti beneran terjadi. 
Menurut saya pemerintah dan media terlalu over dalam memberitahukan rakyatnya tentang dampak virus corona seakan menakut nakuti mereka."
542,negative,"Pemerintah seharusnya bertanggung jawab  kenapa virus Covid-19 bisa masuk ke Indonesia, sang virus mungkin sudah menyebar ke pelosok/desa sekarang... Pemerintah yang Bebal... Awal Januari Netizen dah teriakin pemerintah Virus Corona"
543,negative,Wabah Covid-19 merajalela dengan cepat di Indonesia akibat kepongahan pemerintah pusat. Sedari awal pemerintah pusat menganggap enteng apalagi menteri2 ngomongnya asbun. Salah Anies juga?
544,negative,"Wabah covid-19 ini banyak dampak bagi semua, termasik karyawan yg terkena PHK dari tempat kerjanya, aku ingin bertanya, Bagaimana sih mengatasi PHK saat pandemi corona, agar kita tetap mendapatkan pemasukan/pendapatan? #COVIDãƒ¼19 #COVID__19 #psbb #karantina #lockdown #indonesia"
545,negative,wabah covid-19 ini bahaya garagara sangat mudah untuk menular dan telah menghilangkan ribuan nyawa dan indonesia masih santai pemerintah enjoy dengan menutupi nya masyarakat santuy dengan liburannya mungkin bukan hal yg salah kalo semua org nya sehat tidak terdampak covid-19
546,negative,w percaya kalo indonesia udah kena puluhan bakan ratusan ribu orang. ini karna pemerintah kurang peka buat meriksain rakyatnya test covid-19. https://twitter.com/CNNIndonesia/status/1243461266271694848Â â€¦
547,negative,"virus ini yg berbahaya adalah dampak yang di berikan, seperti lockdown dan sekarang Napi di bebasin, ketika semua orang di rumah, bukan imun yang ia jaga lagi, tapi perlawanan ketika terjadi nya pencuriaan karena banyak yg tidak bisa memenuhi hidupnya sendiri bahkan keluarganya."
548,negative,"virus ini yg berbahaya adalah dampak yang di berikan, seperti lockdown dan sekarang Napi di bebasin, ketika semua orang di rumah, bukan imun yang ia jaga lagi, tapi perlawanan ketika terjadi nya pencuriaan karena banyak yg tidak bisa memenuhi hidupnya sendiri bahkan keluarganya."
549,negative,"Urus wae dagangan sepatu mu, sok2an mbelani UKM..
Wabah ini sudah pasti berdampak ke segala aspek, termasuk ekonomi kecil..
Yang dituntut sekarang bagaimana kesiapan pemerintah untuk mengatasi semua dampak dr aspek2 tsb itu..

Nek negoro ne kuat, yo gak wedi lockdown su.."
550,negative,untung lah gub DKI Anis cepat tsnggap.klu di tunggu pemerintah pusat ntahlah mau jadi apa indonesia krn covid 19
551,negative,"UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 6 TAHUN 2018
TENTANG KEKARANTINAAN KESEHATAN.

Pasal 52 UU tsb adalah yang paling dihindari oleh Pemerintah sehingga sekuat tenaga menghindari lockdown walaupun wabah Covid-19 telah meluas di NKRI
#AnjingPeking
#JkwLemotTanganiCorona
pic.twitter.com/gLIGsM2D59"
552,negative,"UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 6 TAHUN 2018
TENTANG KEKARANTINAAN KESEHATAN.

Pasal 52 UU tsb adalah yang paling dihindari oleh Pemerintah sehingga sekuat tenaga menghindari lockdown walaupun wabah Covid-19 telah meluas di NKRI
#AnjingPeking
#JkwLemotTanganiCorona
pic.twitter.com/gLIGsM2D59"
553,negative,"Udah tahu dampak lockdown rezim semakin terpuruk, ekonomi kerakyatan tumbuh kartel china tumbang."
554,negative,"Udah mas ga usah cengkal, selama argumen masnya tetep kyk gitu, kalo udh parah pasti tetep aja terpaksa lockdown. Jangan mikir cuma yg kelas menengah bawah mas, mikir dampaknya buat semua kalangan! Ga mikir dampak buat tenaga medis? Ga mikir dampaknya buat negara kita sendiri?!"
555,negative,"udah males bgt gua nyinggung politik Indonesia tuh haduhh cuma kadang gua geregetan banget lah anjir yauwd lah ya siapa lah gua ini rakyat biasa yg pengetahuannya gak seberapa, semoga pemerintah kita dapat menyelesaikan pandemi covid-19 ini dengan cepat amiiiiin ya Allah pic.twitter.com/NhjvQA2oAJ"
556,negative,"twit ini awal blundernya pemerintah, meski saat twit ini dibuat Indonesia blm declar covid-19 sbg pandemik. tp seharusnya mengantisipasi bukan mberikan insentif. dan skrg virus itu meledak, rakyat yg jd korban atas kesalahan pengelolaan ini. Sad  https://twitter.com/jokowi/status/1229357732630650881Â â€¦"
557,negative,Turut berduka cita. Semoga tidak ada lagi korban berjatuhan akibat covid-19. Ayo pak @jokowi ditunggu langkah konkrit dan jitu dari pemerintah utk membasmi corona dari bumi Indonesia.. #LawanCovid19 #LawanCoronahttps://twitter.com/detikcom/status/1246129508991799297Â â€¦
558,negative,"Tuh udh banyak sumbangan smpe bermiliar2 utk Indonesia, belilah lagi obat sama APD2 tuh lagi he pemerintah ! Gercep2 ! #CoronaIndonesia #Covid_19"
559,negative,"Tuan dan puan yang sangat khawatir aspek ekonomi, sejarah mengajarkan bahwa kota dengan dampak ekonomi lebih kecil justru dengan lockdown. 
Sila cek twit di bawah ini @jokowi @fadjroeL @mohmahfudmd
#KarantinaWilayahhttps://twitter.com/loetjoek/status/1247101824001171458Â â€¦"
560,negative,Total pasien covid-19 di Indonesia udah 1000 lebih. Pemerintah mau giveaway apa nih
561,negative,"tolong belajar dari negara"" yg kena dampak corona pak.kemarin di Taiwan sini lebih dulu terkena corona ,sekarang malah di indonesia lebih banyak dari taiwan.tolong berlakukan lockdown untuk sementara waktu.biar wabah dapat terkendali."
562,negative,"To be brutally honest, Indonesia does NOT have what it takes to execute lockdown. Kucuran dana thok? Ngawur, India gelontorkan 352 triliun ttp chaos tu & akhirnya dampak penyebaran virusnya lebih parah! Beruntung, kita gak sampai Lockdown, tapi karantina wilayah. Dukung & doakan. https://twitter.com/srivatsayb/status/1243900261271142400Â â€¦"
563,negative,Tingkat kematian akibat COVID-19 di Indonesia ada di peringkat kedua di dunia? Mentolo tak ppppppp pemerintah iki
564,negative,"Tinggal tunggu aja sih, dampak dari #lockdown Dan #dirumahaja 
Tindak kriminalitas akan meningkat. "
565,negative,Pemerintah tidak tegas dan lamban dalam menangani covid 19. Virus sampe menyebar di indonesia itu adalah tanggung jawab pemerintah.
566,negative,"Pemerintah tidak perlu berspekulasi lagi bahkan berpolemik , karena Virus Covid -19 yg sedang dihadapi oleh Indonesia pada saat ini adalah Virus yg sedang melanda dunia Cc @jokowi"
567,negative,"Pemerintah terlalu gegabah anggap remeh covid 19 yg sudah menjadi darurat global, pak menhub yg tempo hari bilang org indonesia gak bisa kena corona sebab makan nasi.."
568,negative,"Pemerintah sudah menyiapkan 12 juta masker bedah dan 81 ribu masker N95 untuk penanganan virus corona COVID-19. Stok masker dipastikan ada mulai besok.

Gak sampai 10% dr jumlah total penduduk di Indonesia pak.. https://news.detik.com/berita/d-4948276/pemerintah-siapkan-12-juta-masker-bedah-dan-81-ribu-masker-n95-besokÂ â€¦"
569,negative,"Pemerintah Singapore potong gajih para pejabat politik untuk keperluan menangani COVID-19, pemerintah Indonesia menghabiskan anggaran puluhan triliun rupiah untuk perjalanan dinas dan pertemuan yg tidak perlu. https://twitter.com/jokowi/status/1239518437434511366Â â€¦"
570,negative,"Pemerintah sepertinya enggan Utk melarang, hanya sebatas imbauan dari Presiden Jokowi agar seluruh warga Indonesia tak mudik demi mencegah penyebaran Covid-19. Mengimbau ada baik buruknya tak memaksa,  dipastiksn ada yg nurut & tak nuruti, dilarang saja masih banyak membandel"
571,negative,Perkiraan orang yg positive covid-19 di Indonesia itu 20 kali dari data Pemerintah
572,negative,Percuma Menkes mundur dari jabatannya tapi rakyatnya tetep susah di suruh stay at home...  Klo aja rakyat dan pemerintah kerjasama dengan baik tidak bakalan separah ini penyebaran Covid-19 di Indonesia. Pemerintah lambat kerjanya rakyatnya susah di atur dah cocok...
573,negative,"Percakapan dengan jubir Indonesia untuk urusan COVID-19 ini menunjukkan bahwa pemerintah tidak tegas dan sama sekali tidak menunjukkan leadership dalam menyikaki pandemi ini. Kalo ""melanggar"" hukum ya di tegur, berikan sanksi, kenapa malah di beberkan di podcast begini? https://twitter.com/Dsinathrya/status/1239892177112580101Â â€¦"
574,negative,PenangguLangan (PENCEGAHAN) COVID 19 Di indonesia sepertinya Kurang maksimaL.... kesadaran dari masyarakat yg kurang apa PEMERINTAH kita memberikan perhatiannya ke masyarakat yg kurang....????
575,negative,RasaÂ²nya kalo memang pemerintah ga tegas sama penanganan Covid-19 wajar ga sih masyarakat indonesia pada akhirnya ga betah dirumah? Trus udah keluar rumah? Walaupun masih sebagian sedikit yg udah mulai aktifitas biasa
576,negative,"Tinggal berharap sama pak gubernur Kalifornia  gue gak tau mana yg lebih ngeri utk covid-19, pemerintah inkompeten kayak Indonesia atau pemerintah federal yg kejam "
577,negative,"Tidak Tegas itu betul.

Negara lain jelas aturannya Lockdown untuk mengurangi dampak positif Covid yang masih 100-an kenaikannya.

Malaysia Positif Covid sudah 2000 langsung tegas Lockdown. Sementara di sini masih ribet dengan istilahÂ² pengganti Lockdown"
578,negative,"tidak lockdown pun bisa lebih krisis lagi, yaitu krisis kesehatan, kalau dampak corona sudah semakin luas, masyarakat bisa panik, tidak kriminal dan penjarahan  bisa saja terjadi. untuk sementara kita bisa makan dari apa yg bisa di hasilkan oleh alam bumi indonesia."
579,negative,"Tidak ada yg menjamin masuk tidaknya keberadaa. Virus covid 19.pada suatu negara.

Tapi sebelum mewabah di Indonesia .pemerintah sudah diingatkan akan keberadaan virus ini..dan inilah jawabannya.silahkan anda pelajari..miss Maia..! https://twitter.com/Namaku_Anisa/status/1248155089732161536Â â€¦pic.twitter.com/Xqmdl6JQeu"
580,negative,"Tiba-tiba kepikir gini

Masyarakat Indonesia kok byk yg nyalahin pemerintahnya ya, mereka bilang pemerintah kurang tegas lah bikin peraturan utk stay at home, atau terlambat me lock down daerah lah atau mereka menyalahkan covid-19 menyebar karena pemerintah kurang tanggap lah"
581,negative,"Tes masal lah, nanti bakal tau siapa aja yg terkena dampak virus ini terus di isolasi.. kalau lock down.. negara kita belum siap deh"
582,negative,"Terus apa langkah pemerintah sampai saat ini menyuruh kami rakyat Indonesia hanya berdiam diri dirumah, yang kami butuhkan bukan hanya menghimbau, tapi bekerja, mengatur, bahkan kalau perlu memaksa karena itu wewenang Negara. Lihat jumlah pasien covid-19 sampai saat ngeri banget"
583,negative,"Yg perlu disalahkan bukan angkotnya, tapi pemerintah dan menteri, mereka tidak memberikan edukasi yang baik pada masyarakat tentang bahaya covid-19 dan penanggulangannya."
584,negative,"Terima kasih ustad @msi_sohibuliman, teruslah mengingatkan pemerintah kita demi keselamatan masyarakat Indonesia dari wabah covid 19 ini"
585,negative,"Terima kasih sudah mengingatkan Alhamdulillah sjk februari ketika byk yg belum melek bahaya corona, ketika pemerintah indo justru sibuk promo wisata indonesia ,sy sdh mengingatkn keluarga utk waspada pandemik covid 19 ini. Ok mudah2an kita semua bisa melewati masa sulit ini. Cao"
586,negative,"Terima kasih Covid-19, kami rakyat indonesia jadi tau selama ini 10 juta lapangan pekerjaan itu ternyata buat rakyat china dan pengelolaan negara oleh pemerintah yang sangat amatiran dan merugikan rakyatnya sendiri hanya untuk mempertebal isi kantong sendiri."
587,negative,"Terima kasih Covid-19, kami rakyat indonesia jadi tau selama ini 10 juta lapangan pekerjaan itu ternyata buat rakyat china dan pengelolaan negara oleh pemerintah yang sangat amatiran dan merugikan rakyatnya sendiri hanya untuk mempertebal isi kantong sendiri."
588,negative,"Terima kasih Covid-19, kami rakyat indonesia jadi tau selama ini 10 juta lapangan pekerjaan itu ternyata buat rakyat china dan pengelolaan negara oleh pemerintah sangat amatiran dan merugikan rakyatnya sendiri hanya untuk mempertebal isi kantong sendiri."
589,negative,"Saatnya pemerintah fokus thd penanganan COVID-19, angka kematian hampir tertinggi di dunia akibat virus tsb, tunjukan percaya diri Pak @jokowi ketika China, Iran sdh terinfeksi covid-19 & Indonesia memandang simple virus tsb, saat ini rakyat butuh tangan kuatmu untuk mengatasinya"
590,negative,"Terima kasih banyak pak @RamliRizal , di dengar pemerintah ataupun tidak, diawal tahun ini kita sudah kalah telak 2-0 (telat mengatasi Covid-19 & telat mengatasi kestabilan perekonomian Indonesia).

Semoga pemerintah segera sadar dan mengesampingkan ego & idealisnya demi rakyat. https://twitter.com/demoSoCRAZY/status/1240507822946652160Â â€¦"
591,negative,"Tegas...sama rakyat ??

Pemerintah saja ""SANTAI"" dlm menangani covid-19 padahal akan mengorbankan banyak NYAWA rakyat !! 

TEGAS TEGAS TEGAS juga dong !!

Cuma di Indonesia TEGAS tdk pd TEMPATnya !!!"
592,negative,"Tau sendiri lah pemerintah kita, Sblm corona masuk Indonesia aja pada guyon ngga persiapan APD & Tempat buat antisipasi Covid-19. baru kena tau rasa, eh gatau nding gajelas juga. https://twitter.com/LiongkyTan/status/1246739404703465472Â â€¦"
593,negative,"Tapi ditolak gara2 menkosaurus. :(((

Turki tawarkan tes cepat Covid-19 pada pemerintah Indonesia https://www.aa.com.tr/id/turki/turki-tawarkan-tes-cepat-covid-19-pada-pemerintah-indonesia/1777183Â â€¦"
594,negative,"Tanya sama bosnya Menkes, ngapain juga dari Januari dan Februari 2020 masih sibuk genjot pariwisata kasih diskon tiket, bahkan saat covid-19 ini sudah masuk ke Indonesia, pemerintah masih buka gerbang TKA Tiongkok masuk https://twitter.com/Uki23/status/1248233584072114176Â â€¦"
595,negative,"Tanggung Jawab Yang Bilang Virus China COVID-19 Tidak Masuk Indonesia!

#JokowiDibawahKetiakLuhut
https://news.detik.com/berita/d-4965214/pasien-corona-meninggal-di-ri-bertambah-jadi-191-sembuh-150Â â€¦
Pemerintah mengumumkan ada penambahan jumlah pasien meninggal akibat virus Corona (COVID-19)."
596,negative,Tampaknya Peraturan yang dibuat oleh pemerintah kurang keras dalam masalah Stimulus Kredit karena masih banyak pihak Leasing ataupun bank yang ada di Indonesia untuk seakan akan tidak menghargai dan mentaati peraturan yang dibuat pemerintah imbas dari Covid-19 #COVID19indonesia
597,negative,Secara tidak langsung Presiden Telah di Ajari Oleh Bawahannya yaitu Gubernur . Dalam menangani Semua masalah yang bersifat Darurat seperti Covid-19 . Ketidak siapan Pemerintah Pusat menangani ini menjadi citra buruk dalam sejarah kepemimpinan di Indonesia.
598,negative,"Saatnya pemerintah terbuka ttg setatus daerahÂ² di seluruh Indonesia yg terpapar COVID 19.
Jng lelet danai buzerRp 72M bisa  http://www.viva.co.id/berita/nasional/1205345-pemerintah-tetapkan-status-bencana-nasional-virus-coronaÂ â€¦"
599,negative,"Tak punya nuranikah, ditengah wabah corona melanda seisi negeri pemerintah sempat2nya  memikirkan proyek ibukota baru jalan terus. 
SITUU WARASS??...

Pemerintah Indonesia Pastikan Proyek Ibu Kota Baru Tetap Jalan Meski Pandemi Covid-19 Hantam Global http://share.babe.news/s/hxcQSZdbrÂ "
600,negative,Tadi habis baca berita ada ibu-ibu dari banten meninggal karena hanya meminum air galon selama 2 hari untuk menahan rasa lapar. kerasakan?dampak dari lockdown kita di lockdown tapi nggak di kasih tunjangan apa apa lamaÂ²meninggal kita semua.#COVID19indonesia #lockdowneffect
601,negative,"Tadi baru cerita dengan penjual tahu gejrot dekat tmpt gym setelah balik latihan, sedikit cerita keluh kesal mereka dari dampak lockdown ini. Pemasukan kurang, dikarenakan mereka cuman bisa berjualan. Mohonlah buat pemerintah agak di pikirin nasib mereka yg berjualan ini @jokowi"
602,negative,"Sy cuman bisa komen Wuhan lockdown total berhasil, ekonomi tdk anjlok banyak. 
Pointnya adalah mau lockdown, heard atau apapun, semua pd kebijakan dan kesiapan pemerintah negara manapun, yg pasti memikirkan juga pada dampak yg hrs ditanggung rakyat. 
Semoga vaksin bisa cepet ada"
603,negative,"Suruh lockdown nggak mau tapi membiarkan propinsi, kabupaten/kota, kecamatan, sampe desa dan rt2 lockdown sendiri2, sehingga terpaksa masyarakat memikul dampak lockdown sendiri2.
Curang kok dipelihara"
604,negative,Sunter jaya blm ada yg kesentuh padahal bnyk yg kena dampak akibat covid 19 pekerja yg kena lockdown kerjaan y dn yg d rumahkan https://twitter.com/kominfotikJU/status/1250715266809425920Â â€¦
605,negative,"Salam pak jokowi, menurut berita yg beredar lockdown selama 2 minggu apakah akan membawa dampak positif ? Kalo menurut pengamatan saya lockdown akan siasia pak karena bukan berarti lockdown dapat mencegah tetapi semua kembali pada individunya sendiri pak"
606,negative,"sumpah indonesia lg krisis pemerintah bgt dah kmrn masalah yg sembuh covid-19 di kasih achivement skrng jokowi yg katanya gabakal nge lockdown, susah dah kalo berharap banyak ama pemerintah mah... payah,,,"
607,negative,"Sulit yang di hadapi rakyat indonesia tentang Covid-19. karan hari ini Rakyat Mencegah tapi pemerintah tetap masih menerima pendatang WNA.
Jutaan Para Dokter dan Jutaan Rakyat Bertanya, seberapa pentingnya pendapatan Negara dari Tiket dengan Kesehatan Rakyat Indonesia....?"
608,negative,"Sudut pandang yang beda terkait Ketidak pastian penanganan covid 19 oleh pemerintah indonesia sebenarnya adalah iceberg tentang semua masalah kesehatan yg ada di indonesia, terlepas dari penanganan covid 19 itu sendiri, dan masyarakat kita baru sadar akan hal tsb."
609,negative,"Sudah tembus seribu. Belum mau lockdown juga???? Tanya kenapa???
detikcom (@detikcom) menge-Tweet: #BreakingNews Pemerintah memperbarui data kasus pasien yang positif terinfeksi virus Corona (COVID-19) di Indonesia.â€¦ https://www.instagram.com/p/B-OzvuFAv2L/?igshid=1diozy2x2kx4cÂ â€¦"
610,negative,Sudah sepatutnya Pemerintah & DPR Stop Bahas UU Omnibus Law Cipta Kerja. Selesaikan Masalah Covid-19 karena Kesehatan & keselamatan Rakyat harus lebih di utamakan. #Covid_19 #TolakOmnibuslaw gambar di lansir dari: KPBI (konfederasi Serikat Buruh Indonesia) #gagalkanomnibuslawpic.twitter.com/Hm0xcZlEBs
611,negative,Sudah saatnya pemerintah & DPR Stop pembahasan Omnibus Law lebih baik Fokus Menyelesaikan masalah Covid-19 karena Kesehatan dan keselamatan Rakyat Indonesia lebih penting di bandingkan Investasi! #TolakOmnibuslaw
612,negative,"Sudah dari sononya, untuk sakit ringan s/d beratpun akses layanan kesehatan mahal dan berbelit di indonesia.apalagi untuk ngurus pasien COVID-19? mari bijaksana selagi sehat kita harus waspada jgn bergantung pada pemerintah, tetapi aturlah diri sendiri agar terhindar dari bahaya"
613,negative,"Sudah dari sononya, untuk sakit ringan s/d beratpun akses layanan kesehatan mahal dan berbelit di indonesia.apalagi untuk ngurus pasien COVID-19? mari bijaksana selagi sehat kita harus waspada jgn bergantung pada pemerintah, tetapi aturlah diri sendiri agar terhindar dari bahaya"
614,negative,"Sudah 1 bukan sejak pemerintah mengkonfirmasi adanya Covid-19 di Indonesia,namun hingga saat ini pemerintah masih gamang dalam penanganan Corona.Hal ini terbukti dengan terus bertambahnya jumlah pasien yg positif maupun yg meninggal dunia."
615,negative,"Stop TKA asing ( TIONGKOK ) Ayolah pemerintah , dan imigrasi , tindak tegas dong dan. Pulangkan mereka ke negeri asalnya , sampai covid 19 selesai , tolong pikirkan rakyat indonesia"
616,negative,"Sampai kapan kah virus covid 19 berada di NKRI. Apakah pemerintah tidak berani memberi keputusan untuk karantina wilayah. Pada akhirnya ekonomi Indonesia juga terpuruk, lebih baik ekonomi terpuruk sekarang, agar covid 19 lebih cepat musnah di NKRI dan ekonomi Indonesia comeback."
617,negative,"Sorry to say, dari awal saya tidak cukup percaya pemerintah kita, dr presiden, Menkes, dan seluruh team nya cukup cakap menangani pandemi covid-19 di Indonesia.
Terlalu lamban, terlalu santai.
THUMB DOWN Mr. @jokowi https://twitter.com/na_dirs/status/1238379287238991874Â â€¦"
618,negative,"Sorry not sorry in advance for this sudden outburst tweet, TAPI DEMI APAPUN GW KESEL BGT SAMA SEMUA ORANG YG NYEPELEIN COVID-19 INI. Pemerintah yang ga transparan dan gajelas???? Sebagian orang Indonesia yg ignorance BGT, kalian gaada otak nya atau gmnnn???!?!?!"
619,negative,"Solidaritas Jadi Modal Indonesia Lawan Covid-19 .
Memang orang kaya ada yang mau?
Pemerintah saja minta donasi sampe kerakyat jelata.
 https://republika.co.id/berita/q7uu1w328/solidaritas-jadi-modal-indonesia-lawan-covid19Â â€¦"
620,negative,"Social Distancing tidak memiliki tolok ukur efektifitas
Pemerintah punya?

Kelambanan Pemerintah dlm tangani COVID-19 mengancam HAK HIDUP Rakyat Indonesia

Kecepatan penanganan PERDARAHAN menggunakan langkah penanganan BISUL = SUPER BODOH

STOP PERTONTONKAN KEBODOHAN"
621,negative,"Soal dampak saya paham
Tp ttp aja yg jd korban rakyat kecil kan?
Orang gedean mah santai
Tp rakyat kecil? Udah duit ngepas nyawa lg taruhannya
Dimana keadilannya?
Buat keadilan lockdown aja, pemerintah tanggung jawab sm rakyatnya dan kerugian atas wabah ini dirasakan oleh smuanya"
622,negative,"Smg RI tdk mengalami jatuh tempo masal seperti ini, walaupun agak pesimis kl melihat keseriusan pemerintah @jokowi menghadapi #COVID19

Dlm situasi wabah, ribuan TKA Cina masuk ke NKRI

Seram: Jatuh Tempo Massal Covid-19 di USA, Bagaimana dengan Indonesia? http://share.babe.news/s/SmpdvcyYfÂ "
623,negative,"Smg RI tdk mengalami jatuh tempo masal seperti ini, walaupun agak pesimis kl melihat keseriusan pemerintah @jokowi menghadapi #COVID19

Dlm situasi wabah, ribuan TKA Cina masuk ke NKRI

Seram: Jatuh Tempo Massal Covid-19 di USA, Bagaimana dengan Indonesia? http://share.babe.news/s/SmpdvcyYfÂ "
624,negative,"Sjk wabah ini muncul, sikp pemerintah sudh bikn geleng kepala. Takmau mengambl opsi lockdown,Â takingin gunakan istilah karantina wilyah, tp memkai pembatasan sosial berskala besr untuk mengurangi dampak ekonomi negara.
>#KhilafahBukanAncaman
#BebaskanBungAli
#RezimAntiKritik"
625,negative,"Singapura skrg menghadapi serangan covid-19 gel. ke 2, China jg mulai menerima serangan gel. ke 2. Serangan gel. ke 2 ternyata sama ampuhnya. Indonesia? Pemerintah harus dengar apa kata para ahli, kita harus waspada. Jangan sombong ketika gelombang ke 1 covid-19 blm datang"
626,negative,"Silahkan bca lgi twt sya ""Mari cari solusi utk membantu segala dampak buruk lockdown bagi masyarakat""
Sya gk asal minta lockdown, sya jg bkan kalangan menengah k atas kok. Pemerintah mmang harus brtanggungjawab dgn nasib masyarakat menengah kebawah jika terjadi lockdown."
627,negative,"Sibuk ngutang, sibuk investasi, sibuk bangun ibukota baru hingga melupakan kesehaatan masyarakat.WHO sampai geram kepada pemerintah Indonesia dalam menghadapi wabah covid 19"
628,negative,"Siapa yg jd biang kerok meremehkan serangan COVID-19 di Indonesia?

Dianggap spt sakit flu biasa, bisa sembuh sendiri, virus tdk berkembang di iklim tropis, dsb.

Sikap cengengesan ini akhirnya 'menular' ke rakyat yg pemahamannya kurang.

Ya, pemerintah pusat lah biang keroknya."
629,negative,"siapa yang menikmati?,ujung ujungnya kalau menyebar lebih banyak ya balik ke solusi lock down dan perekonomian pun juga terpaksa terhenti,lagian juga demi mengurangi dampak, kalau udah mereda ya perekonomian bakal balik seperti awal lagi"
630,negative,"Si tolol ini menyanggah argumennya sendiri.
Bahkan sudah dijelaskan pun otak lo ga nyampe. Bela terus pemerintah sampai mati. Seyakin lo di Januari bahwa tidak ada CoVid-19 di Indonesia. 
Kapan gw nyalahin dokter, bangsat. https://twitter.com/arifmhd/status/1240246839397376003Â â€¦"
631,negative,"Setuju, Indonesia pemerintah nya kurang begitu tegas dalam masalah covid 19"
632,negative,"Setuju the pejabat buat ngebantu menengulangi covid 19 ,tapi kayaknya chi pemerintah Indonesia banyak yg gak perduli pasmau yalon muluk muluk kalau udah jadi lupa janji"
633,negative,"Setuju karena semua berawal dari kelalaian pemerintah, fakta ketika indonesia sudah kena wabah COVID-19 di kendari masih saja ada tka dari china yang masuk dengan visa kunjungan tanpa karantina dan pengawasan, ktk di videoin yang di tangkap malah yang bikin video? Lbh egois mana?"
634,negative,"Setelah wabah ini berakhir, dan situasi kembali normal. Mari kita tagih permintaan maaf dari pemerintah karena tidak melakukan upaya preventif dan malah memilih denial dengan semua kemungkinan COVID-19 yang sudah masuk ke Indonesia."
635,negative,"Setelah Terawan muncul lagi Yasonna,covid -19 masuk ke Indonesia tidak hanya menguji tingkat kepedulian warga kita,di sisi lain mereka perlahan menunjukan kebobrokan pemerintah dan jajarannya ..
Oalah indonesia,nasibmu kini sungguh luar biasa ."
636,negative,Sampe saat ini pemerintah hanya berputar2 aja tanpa berani memutuskan lockdown...sementara nyawa manusia jadi taruhan...nyawa manusia lbh penting dari dampak akibat diberlakukannya lockdown...
637,negative,"Setelah covid-19 ini selesai, gw pengen liat pemerintah minta maaf ke seluruh rakyat Indonesia atas kelalaian mereka dlm mengantisipasi masuknya wabah covid-19 ke Indonesia. Yg layak disebut pahlawan itu dokter sama perawat, sedangkan pemerintah adalah tokoh villain di kasus ini."
638,negative,"Setelah baca sekian banyak thread dari orang yg pernah periksa Covid-19, dari tiap thread ngasih tau kalo penanganan Covid-19 di Indonesia lambatt bangett anjg, bener bener ga bisa ngandelin pemerintah buat masalah ini."
639,negative,"Sesuai undang undang karantina wilayah, pemerintah wajib menafkahi warganya selama lockdown. Maksudnya, ya udah lockdown gitu. Gausah mikirr dampak ekonomi (kalo di lockdown) gue nangkepnya gitu malah:("
640,negative,"seriously yang minta lockdown kalo liat ini gimana ya...

saya kecewa dengan lambatnya penanganan corona oleh pemrintah, tapi dampak apa yang dilakukan pemprov DKI walaupun tepat,
Malah begini mental warganya  https://twitter.com/tubirfess/status/1239117930777862144Â â€¦"
641,negative,Sepertinya pemerintah Indonesia dan US saingan dlm mengecewakan warganya dlm menangani COVID-19 ini.
642,negative,"Sepertinya Indonesia menghadapi covid 19, lebih sulit dibanding negara lain, krn kebijakan yg dibuat pemerintah tidak melalui pertimbangan yg matang alias asal dn tidak kredibel sehingga banyak diragukan/dipertanyakan para ahli. Jadi ngeriii."
643,negative,"Sepakat.. udah deh jangan pake kata lockdown buat gaya gayaan..
Rakyat cuma pengen ini gimana wabah ditanganin dengan serius terus dampak nya ke masyarakat di ringankan..

Udah gitu aja...
Yg penting kerja terus kerjain, jangan banuak tingkah 2024 masih lama"
644,negative,"Seolah-olah tidak memiliki rasa empati dan kemanusiaan, ditengah krisis ini DPR dan Pemerintah masih mengedepankan kepentingan investor ketimbang nyawa warga Negara Indonesia yang angka nya tiap hari terus meningkat akibat Covid-19: https://villagerspost.com/todays-feature/bahas-omnibus-law-dan-ibu-kota-negara-di-tengah-krisis-covid-19-dpr-pemerintah-krisis-kemanusiaan/Â â€¦"
645,negative,"Semua shock dihantam covid-19. Memang tidak ada yg siap, tapi kemauan dan kemampuan bisa ditunjukkan.
Pemerintah Indonesia termasuk yg paling buruk dan terlambat menghadapinya.
Meskipun begitu, tetap kita patuhi arahan yg lumayan baik.
#dirumahajahttps://twitter.com/ferizandra/status/1248840897061457920Â â€¦"
646,negative,"semua sektor usaha kena dampak besar karena corona ini, yg nyari kerja gabisa karena banyak perusahaan serempak buat nutup sementara rekrutmen, pilihan lockdown udah telat banget juga
jadi sekarang saling doa aja supaya corona ini cepat selesai dan berlalu"
